Company Name,Acct #,Dialed,L14 Dials,LTO,TZ,City,State,PWC,MOR,Days,Last Note,Campaign,Facebook,"Name (Last, First)",YELP,Google Advertiser,Association,Websites,Craigslist,Thumbtack,YellowPages,Better Business Bureau,Nextdoor,Houzz,High Needs,Pro Name,Pro Count,Con Name,Con Count,Bad Name,Bad Count,Local Count,Score,Score2,Combo
Boldmark Steel Industry LLC,126307235,N,0, - ,EST,"2412 Minnesota Ave SE Ste 203, Washington, DC, 200",MD,Cleaning Services,T,0,5/17/2022,,N,http://boldmarksi.com/,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0
CASCADIA WOODWORKS,126307741,N,0, - ,EST,"2119 N Kerby Ave, Portland, OR, 97227",NY,Carpenters,T,0,5/17/2022,,N,https://cascadiawoodworks.com/contact,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0
Connorstone,126308841,N,0, - ,,,,Stone & Tile,T,0,5/17/2022,,N,http://csei.net/,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0
CURTISS WOODWORKING,126308801,N,0, - ,,,,Carpenters,T,0,5/17/2022,,N,https://www.facebook.com/a.kitchen.bath.design.center/,N,N,N,N,N,N,N,N,N,N,N,0,2,0,0,0,0,0,0,6,6
garageharrisburg,126308928,N,0, - ,EST,"609 Wiconisco St, Harrisburg, PA, 17110",PA,Garage Doors,T,0,5/17/2022,,N,https://garageharrisburg.com/home,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0
Gas Leak Detection,126275673,N,0, - ,CST,"902 Reinerman St, Houston, TX, 77007",TX,HVAC,T,0,5/16/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,0,,0,,0,,,0,,
LOCK DOOR HELP Las Vegas 89129,126307642,N,0, - ,PST,"Las Vegas, NV, 89129",CA,Locksmith,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,0,,0,,0,,,0,,
Fontana Auto Upholstery Window Tinting,126307714,N,0, - ,PST,"9394 Sierra Ave, Fontana, CA, 92335",CA,Doors & Windows,T,0,5/17/2022,,N,https://www.facebook.com/fontanaautoupholstery/,N,N,N,N,N,N,N,N,N,N,N,2,1,3,1,0,1,0,0,-12,-12
MRS KARON STONE,126308584,N,0, - ,EST,"109 Bee St, Charleston, SC, 29401",GA,Stone & Tile,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,0,,0,,0,,,0,,
MYA STONE,126308876,N,0, - ,EST,"1709 SPIELBUSCH Ave Ste 107, TOLEDO, OH, 43604",OH,Stone & Tile,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,0,,0,,0,,,0,,
Platinum Parking Jackson Street Lot,126275631,N,0, - ,CST,"1710 Jackson St, Dallas, TX, 75201",TX,Tree Service,T,0,5/16/2022,,N,https://www.downtowndallasparking.us/1710-jackson-street?utm_source=semrush&utm_medium=listings&utm_,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0
T REYNOLDS ENGINEERING,126308615,N,0, - ,,,,"Architects, Designers & Engineers",T,0,5/17/2022,,N,http://treynoldsengineering.com/index_files/projects.htm,N,N,N,N,N,N,N,N,N,N,N,0,1,0,1,0,0,0,0,1,1
vvolfy metal works,126307534,N,0, - ,PST,"10500 E 56th Ave Unit 115, Denver, CO, 80239",CA,Welder,T,0,5/17/2022,,N,https://vvolfy.com/contact/,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,0,0,0,0
1 800 Got Junk,126307647,N,0, - ,PST,"3525 W Cheyenne Ave Ste 111, North Las Vegas, NV, ",NV,Waste Material Removal,T,0,5/17/2022,,N,https://www.1800gotjunk.com/us_en/locations/junk-removal-las-vegas?utm_source=facebook&utm_medium=ma,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,0,0,0,3,6,9
StorHouse At Paxton Street,126308479,N,0, - ,PST,"4420 N Blackstone Ave, Fresno, CA, 93726",CA,Tree Service,T,0,5/17/2022,,N,http://storhouseselfstorage.com/,N,N,N,N,N,N,N,N,N,N,N,0,0,0,1,0,0,0,0,-2,-2
1201 Demonbreun Garage,126308179,N,0, - ,CST,"1201 Demonbreun St, Nashville, TN, 37203",TN,Garage Doors,T,0,5/17/2022,,N,http://www.parkwhiz.com/p/nashville-parking/1201-demonbreun-st,N,N,N,N,N,N,N,N,N,N,N,1,0,0,0,0,0,0,3,3,6
411 Top Floor,126307455,N,0, - ,CST,"411 Cedar Lake Rd S, Minneapolis, MN, 55405",MN,Flooring,T,0,5/17/2022,,N,http://411topfloor.blogspot.com/,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,0,0,0,3,6,9
Bolo Engineering,126308511,N,0, - ,EST,"3514 Courtney Dr, Center Valley, PA, 18034",PA,"Architects, Designers & Engineers",T,0,5/17/2022,,N,https://www.boloengineering.com/contact.html,N,N,N,N,N,N,N,N,N,N,N,1,0,1,1,0,0,0,1,-1,0
Weld Engineering Co Inc,126308844,N,0, - ,,,,"Architects, Designers & Engineers",T,0,5/17/2022,,N,http://www.weldengineering.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,1,1,0,0,0,1,-1,0
Charleston Central Vacuum LLC,126308588,N,0, - ,EST,"Charleston, SC, 29412",SC,Central Vacuum,T,0,5/17/2022,,N,https://charleston-central-vacuum-llc.business.site/,N,N,N,N,N,N,N,N,N,N,N,1,0,1,1,0,0,0,1,-1,0
A A SIGNS AND LIGHTING,126308377,N,0, - ,CST,"7007 Commerce Ave, El Paso, TX, 79915",KS,Electrical,T,0,5/17/2022,,N,https://aandasignseptx.com/sign-shop,N,N,N,N,N,N,N,N,N,N,N,1,0,0,1,0,0,0,3,1,4
Keller s Fine Line Micro Welding,126308787,N,0, - ,EST,"267 Martinel Dr, Kent, OH, 44240",OH,Welder,T,0,5/17/2022,,N,https://www.thelaserauthority.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,1,1,0,0,0,1,-1,0
A Alpha Window Tint,126307795,N,0, - ,,,,Doors & Windows,T,0,5/17/2022,,N,http://www.alphawindowtint.com/,N,N,N,N,N,N,N,N,N,N,N,1,1,1,0,0,0,0,1,4,5
A One Electric,126308018,N,0, - ,CST,"Austin,, TX, 43215",TX,Electrical,T,0,5/17/2022,,N,http://aoneelectricaustin.com/,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,0,0,0,3,6,9
A1 Quality Home Inspection LLC,126308247,N,0, - ,EST,"419 Mccubbins Farm Rd, Shepherdsville, KY, 40165",KY,Home Inspection,T,0,5/17/2022,,N,https://www.metalocal.com/business/999-81780038,N,N,N,N,N,N,N,N,N,N,N,1,0,0,0,0,0,0,3,3,6
AAA Metal Fabrication,126307733,N,0, - ,PST,"14305 SW Millikan Way, Beaverton, OR, 97005",OR,HVAC,T,0,5/17/2022,,N,https://aaametal.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,1,0,0,0,0,1,1,2
Beauty Stone Inc,126308471,N,0, - ,EST,"26 Madison St, Rochester, NY, 14608",NY,Stone & Tile,T,0,5/17/2022,,N,http://www.beautystoneinc.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,1,1,0,0,0,1,-1,0
Dynamite Dumpsters,126275668,N,0, - ,CST,"3535 Ozark St, Houston, TX, 77021",TX,Waste Material Removal,T,0,5/16/2022,,N,http://dynamitedumpsters.com/houston-tx/,N,N,N,N,N,N,N,N,N,N,N,1,0,1,1,0,0,0,1,-1,0
941 Dumpsters,126308421,N,0, - ,EST,"Sarasota, FL, 34232",FL,Waste Material Removal,T,0,5/17/2022,,N,https://www.941dumpsters.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,1,1,0,0,0,1,-1,0
AAA TILE STONE,126307646,N,0, - ,PST,"1900 S Rainbow Blvd Ste C, Las Vegas, NV, 89146",NV,Stone & Tile,T,0,5/17/2022,,N,http://aaatilelv.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,0,0,0,0,0,3,3,6
Abel Walter Mailbox Repairs,126275692,N,0, - ,CST,"3407 Mercer St, Houston, TX, 77027",TX,Additions and Remodels,T,0,5/16/2022,,N,https://fr.yelp.ca/biz/abel-and-walter-mailbox-repairs-houston,N,N,N,N,N,N,N,N,N,N,N,1,1,1,1,0,0,0,1,2,3
Warning Lighting Scaffolding,126308796,N,0, - ,,,,Electrical,T,0,5/17/2022,,N,http://www.equipmentrentalct.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,1,2,0,0,0,1,-3,-2
Glass Doctor of Sarasota,126308427,N,0, - ,EST,"Sarasota, FL, 34243",FL,Doors & Windows,T,0,5/17/2022,,N,http://www.glassdoctor.com/sarasota,N,N,N,N,N,N,N,N,N,N,N,1,0,1,1,0,0,0,1,-1,0
ADT Home Security,126307883,N,0, - ,,,,Security Services,T,0,5/17/2022,,N,http://homesecurity.adt.com/,N,N,N,N,N,N,N,N,N,N,N,1,1,1,0,0,0,0,1,4,5
Adt Security,126308328,N,0, - ,CST,"105 N Main St, Euless, TX, 76040",TX,Security Services,T,0,5/17/2022,,N,http://www.securitynearme.com/new-locations.html,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,0,0,0,3,6,9
Advanced Drainage Systems Inc,126308638,N,0, - ,EST,"3605 Monroe St, Columbia, SC, 29205",SC,Excavation,T,0,5/17/2022,,N,http://ads-pipe.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,1,0,0,0,0,1,1,2
Advanced Glass,126308325,N,0, - ,CST,"Richland Hills, TX, 76118",TX,Doors & Windows,T,0,5/17/2022,,N,http://advancedglassdfw.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,0,0,0,0,0,3,3,6
Affordable Movers,126307439,N,0, - ,PST,"7411 Goen Pl Ste D, San Diego, CA, 92120",CA,Moving,T,0,5/17/2022,,N,http://affordablemoves.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,0,0,0,0,0,3,3,6
Agri Irrigation,126307798,N,0, - ,,,,Landscaping & Sprinklers,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,0,,0,,,3,,
Akron Raccoon Removal,126308761,N,0, - ,EST,"Akron, OH, 44308",OH,Waste Material Removal,T,0,5/17/2022,,N,http://www.akronraccoon.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,0,0,0,0,0,3,3,6
Alarm Systems,126308495,N,0, - ,CST,"7021 S Memorial Dr, Tulsa, OK, 74133",OK,Security Services,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,1,,0,,,1,,
Auto Discount Glass Shop,126273904,N,0, - ,EST,"Brooklyn, NY, 11206",NY,Doors & Windows,T,1,5/16/2022,,N,http://bklynglass.wix.com/discountautoglass,N,N,N,N,N,N,N,N,N,N,N,1,0,1,1,0,0,0,1,-1,0
Albany Raccoon Removal,126308751,N,0, - ,EST,"Albany, NY, 12207",NY,Waste Material Removal,T,0,5/17/2022,,N,http://albanyraccoon.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,0,0,0,0,0,3,3,6
All American Flooring,126275630,N,0, - ,CST,"4490 Alpha Rd, Dallas, TX, 75244",TX,Flooring,T,0,5/16/2022,,N,http://allamericanflooring.net/,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,0,0,0,3,6,9
Nordstrom Rack The Fountains at Farah,126308373,N,0, - ,MST,"8889 Gateway Blvd W, El Paso, TX, 79925",TX,Fountain and Pond,T,0,5/17/2022,,N,http://shop.nordstrom.com/st/nordstrom-rack-the-fountains-at-farah,N,N,N,N,N,N,N,N,N,N,N,1,0,1,3,0,0,0,1,-5,-4
All Colorado Radon Mitigation,126308598,N,0, - ,MST,"2424 Garden Of The Gods Rd, Colorado Springs, CO, ",CO,Testing & Abatement Services,T,0,5/17/2022,,N,http://www.allcoloradoradon.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,0,0,0,0,0,3,3,6
All County Window Tinting Inc,126308288,N,0, - ,EST,"1198 Middle Country Rd, Selden, NY, 11784",NY,Doors & Windows,T,0,5/17/2022,,N,http://www.tintinglocal.com/profile/all-county-window-tinting-inc-selden-new-york.html,N,N,N,N,N,N,N,N,N,N,N,1,1,1,0,0,0,0,1,4,5
All Occasions Lighting,126307777,N,0, - ,PST,"2429 Tower Ave, Sacramento, CA, 95825",CA,Electrical,T,0,5/17/2022,,N,http://trimlightsacramento.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,0,1,0,0,0,3,1,4
Liciel Home Inspection Software,126273907,N,0, - ,EST,"244 5th Ave Ste C38, New York, NY, 10001",NY,Home Inspection,T,1,5/16/2022,,N,https://www.liciel.us/software.html,N,N,N,N,N,N,N,N,N,N,N,1,0,1,1,0,0,0,1,-1,0
The Fountains Apartments,126308826,N,0, - ,CST,"5101-5159 Hawthorne Dr, West Des Moines, IA, 50265",IA,Fountain and Pond,T,0,5/17/2022,,N,http://www.fountains-apts.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,1,1,0,0,0,1,-1,0
Lockaway Storage Encino,126307754,N,0, - ,CST,"21703 Encino Commons, San Antonio, TX, 78259",TX,Locksmith,T,0,5/17/2022,,N,https://www.lockaway-storage.com/storage-units/texas/san-antonio/lockaway-storage-encino-117459/,N,N,N,N,N,N,N,N,N,N,N,1,0,1,3,0,0,0,1,-5,-4
Allende Hardware Plumbing,126275552,N,0, - ,CST,"3558 W 26th St, Chicago, IL, 60623",IL,Plumbing,T,0,5/16/2022,,N,https://fr.yelp.ca/biz/allende-hardware-and-plumbing-chicago,N,N,N,N,N,N,N,N,N,N,N,1,1,1,1,0,0,0,1,2,3
Als Welding,126307368,N,0, - ,PST,"720 12th St, Richmond, CA, 94801",CA,Welder,T,0,5/17/2022,,N,https://www.acwsteel.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,1,0,0,0,0,1,1,2
American Epoxy Arizona,126308336,N,0, - ,MST,"6955 N Camino Martin, Tucson, AZ, 85741",AZ,Paving,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,0,,0,,,3,,
American Welding Gas,126308649,N,0, - ,EST,"113 N Shorecrest Rd, Columbia, SC, 29209",SC,Welder,T,0,5/17/2022,,N,https://www.awggases.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,1,0,0,0,0,1,1,2
American Welding Inc,126308877,N,0, - ,EST,"160 La Voy Rd, Erie, MI, 48133",MI,Welder,T,0,5/17/2022,,N,http://www.americanweldinginc.com/,N,N,N,N,N,N,N,N,N,N,N,1,1,1,0,0,0,0,1,4,5
Pate Engineering,126307505,N,0, - ,EST,"13540 N Florida Ave Ste 203, Tampa, FL, 33613",FL,"Architects, Designers & Engineers",T,0,5/17/2022,,N,http://pateengineering.com/contact.htm,N,N,N,N,N,N,N,N,N,N,N,1,0,1,1,0,0,0,1,-1,0
Americana Garden LLC,126275494,N,0, - ,PST,"10841 Whipple St, North Hollywood, CA, 91602",CA,Landscaping & Sprinklers,T,0,5/16/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,0,,0,,,3,,
Apex Window Treatments,126308905,N,0, - ,,,,Doors & Windows,T,0,5/17/2022,,N,https://apexwindowtreatments.com/contacts/,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,0,0,0,3,6,9
Arizona Palms Window Tinting,126308343,N,0, - ,MST,"4010 S 12th Ave, Tucson, AZ, 85714",AZ,Doors & Windows,T,0,5/17/2022,,N,https://arizona-palms-window-tinting.business.site/,N,N,N,N,N,N,N,N,N,N,N,1,1,1,0,0,0,0,1,4,5
Arm Carpentry Company,126308617,N,0, - ,,,,Carpenters,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,0,,0,,,3,,
Arrowsecurity safety,126307160,N,0, - ,CST,"462 Ira St SW, Atlanta, GA, 30312",TX,Security Services,T,0,5/17/2022,,N,https://arrowsecuritysafety.wordpress.com/,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,0,0,0,3,6,9
Backyard Bio Battery,126308594,N,0, - ,MST,"Colorado Springs, CO, 80909",CO,Lawn Care,T,0,5/17/2022,,N,https://www.backyardbiobatteryco.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,1,1,0,0,0,1,-1,0
Arturos Handyman Business,126275551,N,0, - ,CST,"1317 W 71st St, Chicago, IL, 60636",IL,Handyman,T,0,5/16/2022,,N,http://arturoshandymanbusiness.com/,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,0,0,0,3,6,9
Associated Lighting Reps Inc,126307778,N,0, - ,PST,"1912 Del Paso Rd, Sacramento, CA, 95834",CA,Electrical,T,0,5/17/2022,,N,http://www.alrinc.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,0,0,0,0,0,3,3,6
Asurion Tech Repair Solutions,126308165,N,0, - ,CST,"120 11th Ave N Ste 101, Nashville, TN, 37203",TN,Additions and Remodels,T,0,5/17/2022,,N,https://www.asurion.com/repairs/tech/locations/gulch?utm_source=google&utm_medium=gmb&utm_campaign=g,N,N,N,N,N,N,N,N,N,N,N,1,1,1,0,0,0,0,1,4,5
Automatic Driveway Gate Pro s,126275629,N,0, - ,CST,"1256 Winnipeg Dr, Lewisville, TX, 75077",TX,Concrete & Masonry,T,0,5/16/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,0,,0,,,3,,
Autoworx Custom Window Tint,126308503,N,0, - ,CST,"7737 E 42nd Pl Ste F, Tulsa, OK, 74145",OK,Doors & Windows,T,0,5/17/2022,,N,https://www.facebook.com/autoworx.customwindowtint/,N,N,N,N,N,N,N,N,N,N,N,1,1,1,1,0,0,0,1,2,3
B Spec Fabrication,126308830,N,0, - ,CST,"2123 NE Broadway Ave Ste C, Des Moines, IA, 50313",IA,Welder,T,0,5/17/2022,,N,https://www.facebook.com/bspecfab/,N,N,N,N,N,N,N,N,N,N,N,1,0,1,0,0,0,0,1,1,2
Marbles Media,126307164,N,0, - ,EST,"318 Oakland St, Decatur, GA, 30030",GA,Cabinets & Countertops,T,0,5/17/2022,,N,https://www.marblesmedia.com/contact/,N,N,N,N,N,N,N,N,N,N,N,1,0,1,1,0,0,0,1,-1,0
Badger Remediation,126308114,N,0, - ,CST,"12013 W Dearbourn Ave, Wauwatosa, WI, 53226",WI,Testing & Abatement Services,T,0,5/17/2022,,N,https://www.badgerremediation.com/,N,N,N,N,N,N,N,N,N,N,N,1,1,1,1,0,0,0,1,2,3
Southern Dock Products,126308318,N,0, - ,CST,"2951 Northern Cross Blvd Ste 213, Fort Worth, TX, ",TX,Dock,T,0,5/17/2022,,N,https://www.southerndockproducts.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,1,1,0,0,0,1,-1,0
Well Being Medicine For Animals,126308415,N,0, - ,CST,"3557 Cahaba Beach Rd, Birmingham, AL, 35242",AL,Pest Control,T,0,5/17/2022,,N,https://www.wellbeingpetcare.com/vaccine-titers.html,N,N,N,N,N,N,N,N,N,N,N,1,0,1,2,0,0,0,1,-3,-2
Barth Electric,126307977,N,0, - ,EST,"1934 N Illinois St, Indianapolis, IN, 46202",IN,Electrical,T,0,5/17/2022,,N,http://www.barthelectric.com/,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,0,0,0,3,6,9
Basement Systems Inc,126308660,N,0, - ,EST,"6226 Clinton Hwy, Knoxville, TN, 37912",IN,Waterproofing,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,1,,0,,,1,,
Beauty By Stone,126307955,N,0, - ,CST,"Austin, TX, 78701",TX,Stone & Tile,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,1,,0,,,1,,
Bennett Preservation Engineering,126308586,N,0, - ,EST,"17 Lockwood Dr, Charleston, SC, 29401",SC,"Architects, Designers & Engineers",T,0,5/17/2022,,N,https://bennettpe.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,1,0,0,0,0,1,1,2
Bernstein Painting,126308330,N,0, - ,CST,"420 Throckmorton St, Fort Worth, TX, 76102",TX,Painting,T,0,5/17/2022,,N,https://bernsteinpainting.com/painting-fort-worth-texas-county-tx,N,N,N,N,N,N,N,N,N,N,N,1,2,0,0,0,0,0,3,9,12
Better Air NW,126307370,N,0, - ,PST,"Seattle, WA, 98103",WA,HVAC,T,0,5/17/2022,,N,http://betterairnw.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,0,0,0,0,0,3,3,6
Big Daddy s Glass Company,126308490,N,0, - ,CST,"6549 E 46th St Ste 11, Tulsa, OK, 74145",OK,Doors & Windows,T,0,5/17/2022,,N,http://bigdaddysglassco.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,0,0,0,0,0,3,3,6
Bill s Lamp Repair,126307968,N,0, - ,EST,"131 Main St, Milford, OH, 45150",OH,Additions and Remodels,T,0,5/17/2022,,N,https://etsy.me/2jsmvuf,N,N,N,N,N,N,N,N,N,N,N,1,0,0,0,0,0,0,3,3,6
Billy s Car Buffing Floor,126308211,N,0, - ,CST,"7885 Deerfield Trce, Memphis, TN, 38133",TN,Flooring,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,1,,0,,,1,,
Black Dog Screen Repair,126307904,N,0, - ,EST,"4491 School Rd S, Murrysville, PA, 15632",PA,Doors & Windows,T,0,5/17/2022,,N,http://blackdogscreenrepair.com/,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,0,0,0,3,6,9
Bradley Excavating,126308592,N,0, - ,MST,"2108 Wheeler Ave, Colorado Springs, CO, 80904",CO,Excavation,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,0,,0,,,3,,
Brennan s Roofing,126308262,N,0, - ,CST,"34 Curtis, New-Orleans, LA, 70126",LA,Roofing & Gutters,T,0,5/17/2022,,N,http://www.brennansroofingneworleans.com/,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,0,0,0,3,6,9
Bright Spot Lighting DeSigns Inc,126308390,N,0, - ,CST,"8101 Emmet St, Omaha, NE, 68134",NE,Electrical,T,0,5/17/2022,,N,http://brightspotlighting.com/,N,N,N,N,N,N,N,N,N,N,N,1,1,1,0,0,0,0,1,4,5
BUDDY S CARPET,126307962,N,0, - ,EST,"Florence, KY, 41042",OH,Carpeting,T,0,5/17/2022,,N,http://flooringamerica.com/,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,0,0,0,3,6,9
Marbles Cafe,126308202,N,0, - ,EST,"201 E Hargett St, Raleigh, NC, 27601",NC,Cabinets & Countertops,T,0,5/17/2022,,N,https://www.marbleskidsmuseum.org/cafe,N,N,N,N,N,N,N,N,N,N,N,1,0,1,3,0,0,0,1,-5,-4
Budget Blinds of Rio Rancho Albuquerque West,126308407,N,0, - ,MST,"3771 Southern Blvd SE, Rio-Rancho, NM, 87124",NM,"Draperies, Blinds and Shades",T,0,5/17/2022,,N,http://www.budgetblinds.com/AlbuquerqueWest,N,N,N,N,N,N,N,N,N,N,N,1,1,1,0,0,0,0,1,4,5
C Ross General Contracting,126307490,N,0, - ,EST,"4419 N Grady Ave, Tampa, FL, 33614",FL,Additions and Remodels,T,0,5/17/2022,,N,http://rossgeneralcontracting.com/contact_us.shtml,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,0,0,0,3,6,9
Cabinet Makers Association,126275545,N,0, - ,EST,"47 W Polk St Ste 100-145, Chicago, IL, 60605",MI,Cabinets & Countertops,T,0,5/16/2022,,N,http://www.cabinetmakers.org/,N,N,N,N,N,N,N,N,N,N,N,1,1,1,1,0,0,0,1,2,3
Cabinetmakers Son,126308862,N,0, - ,EST,"3657 Saint Anthony Rd, Temperance, MI, 48182",OH,Cabinets & Countertops,T,0,5/17/2022,,N,https://www.cabinetmakersson.com/contact,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,0,0,0,3,6,9
California Lighting,126307627,N,0, - ,PST,"106 S Cimarron Rd, Las Vegas, NV, 89117",NV,Electrical,T,0,5/17/2022,,N,https://www.facebook.com/California-Lighting-1024551447563473/,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,0,0,1,3,6,10
Canlas Mobile Window Tinting,126307855,N,0, - ,PST,"1202 Norman Ave, Santa Clara, CA, 95054",CA,Doors & Windows,T,0,5/17/2022,,N,https://www.facebook.com/Canlas-Window-tinting-Services-197713970287639/,N,N,N,N,N,N,N,N,N,N,N,1,2,1,0,0,0,0,1,7,8
Capitol Roofing Company Inc,126308643,N,0, - ,EST,"6623 Arcadia Woods Road, Columbia, SC, 29206",SC,Roofing & Gutters,T,0,5/17/2022,,N,,N,N,N,N,N,N,N,N,N,N,N,1,,0,,0,,,3,,
Carlos Senior Upholstery,126307567,N,0, - ,EST,"11209 Roosevelt Ave, Corona, NY, 11368",NY,Furniture Repair & Refinish,T,0,5/17/2022,,N,https://www.carlosandsonupholstery.com/,N,N,N,N,N,N,N,N,N,N,N,1,1,1,1,0,0,0,1,2,3
Carpet Showcase,126275370,N,0, - ,PST,"13960 Ventura Blvd, Sherman Oaks, CA, 91423",CA,Carpeting,T,0,5/16/2022,,N,http://www.thecarpetshowcase.com/,N,N,N,N,N,N,N,N,N,N,N,1,1,0,1,0,0,0,3,4,7
Stone Associates,126308553,N,0, - ,PST,"2125 Ygnacio Valley Rd, Walnut Creek, CA, 94598",CA,Stone & Tile,T,0,5/17/2022,,N,http://stonelawoffice.com/contact.html,N,N,N,N,N,N,N,N,N,N,N,1,0,1,0,0,1,0,1,-12,-11
Rick s Automotive Lighting,126308356,N,0, - ,CST,"1306 E San Pedro St, Pharr, TX, 78577",TX,Electrical,T,0,5/17/2022,,N,https://www.facebook.com/Ricksautomotivelight/,N,N,N,N,N,N,N,N,N,N,N,1,0,1,1,0,0,0,1,-1,0
Carpets on U,126307512,N,0, - ,EST,"2612 Avenue U, Brooklyn, NY, 11229",NY,Carpeting,T,0,5/17/2022,,N,https://www.carpetsonu.com/,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,0,0,0,3,6,9
Pearl City Vacuum Cleaners,126308351,N,0, - ,PST-2,"98-025 Hekaha St, Aiea, HI, 96701",HI,Cleaning Services,T,0,5/17/2022,,N,http://pearlcityvacuum.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,1,1,0,0,0,1,-1,0
Caruso Engineering LLC,126307895,N,0, - ,EST,"Richmond Heights, OH, 44143",OH,"Architects, Designers & Engineers",T,0,5/17/2022,,N,https://www.caruso-eng.com/contact,N,N,N,N,N,N,N,N,N,N,N,1,0,1,0,0,0,0,1,1,2
Case Associates General Contractors,126275674,N,0, - ,CST,"6315 Skyline Dr, Houston, TX, 77057",TX,Additions and Remodels,T,0,5/16/2022,,N,http://www.casegc.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,1,0,0,0,0,1,1,2
Chocolate Fantasy Fountains,126308508,N,0, - ,EST,"5999 Musket Rd, New Tripoli, PA, 18066",PA,Fountain and Pond,T,0,5/17/2022,,N,http://yourchocolatefantasy.com/contact/,N,N,N,N,N,N,N,N,N,N,N,1,0,1,1,0,0,0,1,-1,0
Ceiling Fan Choice,126308136,N,0, - ,EST,"3109 Spring Glen Rd, Jacksonville, FL, 32207",FL,Acoustic Ceiling,T,0,5/17/2022,,N,https://www.ceilingfanchoice.com/,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,0,0,0,3,6,9
Central California Insulation,126307841,N,0, - ,PST,"405 Sunol St, San Jose, CA, 95126",CA,Insulation,T,0,5/17/2022,,N,http://www.ccinsul.com/,N,N,N,N,N,N,N,N,N,N,N,1,0,0,0,0,0,0,3,3,6
