Prospecting Data,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Company Name,Contact Name,,BusinessPhone,,,,Email,,,,,PWC,,,
Cands Marble And Granite,95,houzz.com/professionals/tile-and-stone/cands-marble-and-granite-pfvwus-pf~2113984824,6312499477,6312498559,,houzz.com/professionals/tile-and-stone/cands-marble-and-granite-pfvwus-pf~2113984824,,118 Gazza Blvd.,,Vancouver,11735,8,Tile & Stone,houzz.com/professionals/tile-and-stone/cands-marble-and-granite-pfvwus-pf~2113984824---Lima Ceramic Tile is a major importer of the finest European ceramic and porcelain tile in Stamford CT. \r\n\r\nResearching and sourcing ceramic natural stone and glass tile from the finest European manufactures and supplies Lima Ceramic Tile brings the refined style and class from overseas to your fingertips. \r\n\r\nWe have one of the largest inventories of tile combining Old World charm with European elegance and contemporary style. Carrying a large selection of marble granite limestone tumbled stone and glass mosaics Lima Ceramic also has a wide selection of pieces to fit what you’re looking for. \r\n\r\nAt Lima Ceramic Tile we understand that our customers are all unique and each has their own style when it comes to how they choose to decorate their home or workplace. Our dedicated staff will help you achieve these goals with our specialist knowledge to help you choose something that fits your style budget and lifestyle. \r\n\r\nVisit our showroom to see our huge selection of tile borders and other complementary components and we’ll be happy to help transform your house and enhance your daily surroundings at Lima Ceramic.,
Cancos Tile Lynbrook,79,houzz.com/professionals/tile-and-stone/cancos-tile-lynbrook-pfvwus-pf~2013273455,5165934117,5165934117,,houzz.com/professionals/tile-and-stone/cancos-tile-lynbrook-pfvwus-pf~2013273455,,381 SUNRISE HWY,,Vancouver,11563,74,Tile & Stone,houzz.com/professionals/tile-and-stone/cancos-tile-lynbrook-pfvwus-pf~2013273455---Lima Ceramic Tile is a major importer of the finest European ceramic and porcelain tile in Stamford CT. \r\n\r\nResearching and sourcing ceramic natural stone and glass tile from the finest European manufactures and supplies Lima Ceramic Tile brings the refined style and class from overseas to your fingertips. \r\n\r\nWe have one of the largest inventories of tile combining Old World charm with European elegance and contemporary style. Carrying a large selection of marble granite limestone tumbled stone and glass mosaics Lima Ceramic also has a wide selection of pieces to fit what you’re looking for. \r\n\r\nAt Lima Ceramic Tile we understand that our customers are all unique and each has their own style when it comes to how they choose to decorate their home or workplace. Our dedicated staff will help you achieve these goals with our specialist knowledge to help you choose something that fits your style budget and lifestyle. \r\n\r\nVisit our showroom to see our huge selection of tile borders and other complementary components and we’ll be happy to help transform your house and enhance your daily surroundings at Lima Ceramic.,
Cambridge Quartz And Granite,111,houzz.com/professionals/tile-and-stone/cambridge-quartz-and-granite-pfvwus-pf~1099762551,7858627971,,,houzz.com/professionals/tile-and-stone/cambridge-quartz-and-granite-pfvwus-pf~1099762551,,,,Vancouver,66614,8,Tile & Stone,houzz.com/professionals/tile-and-stone/cambridge-quartz-and-granite-pfvwus-pf~1099762551---Cambridge Quartz & Granite is owned by Zach and Amber Leonetti.  2015 marks the 16th year that this husband and wife team has been working to help you make your home more beautiful!  CQ&G specializes in the sales and installation of stone countertops while helping their customers with each and every detail from start to finish!,
Bella Tile And Stone,33535,houzz.com/professionals/tile-and-stone/bella-tile-and-stone-pfvwus-pf~1418975621,2623481600,2623481612,,houzz.com/professionals/tile-and-stone/bella-tile-and-stone-pfvwus-pf~1418975621,,201 Geneva Natonal Avenue South,,Vancouver,53147,74,Tile & Stone,houzz.com/professionals/tile-and-stone/bella-tile-and-stone-pfvwus-pf~1418975621---Bella Tile and Stone was established in Lake Geneva WI in 2006. Our goal was to provide fine tile and stone to the Geneva Lakes area. We had the experience of building a home in Lake Geneva but found it difficult to find interesting products locally. This required traveling long distances to many stores. Our search inspired us to create a store that provided the best products the tile industry has to offer along with professional guidance during the most important decisions for homeowners. \r\n\r\nCome in to our showrooms and see our wide variety of fine tile and stone. We have staples such as ceramic and glass subway porcelain marble and cement tile and even one of a kind pieces handcrafted by the best artisans in the trade. Our team will guide you and help design any project for a personal touch in your home. Experience the difference with us. \r\n\r\nDianne Fasano the owner is passionate about the details in life. With years of experience in design many satisfied clients have enjoyed the total experience working with the Bella Team. This total team effort pulls the details of your project together and is the best in the lakes area!\r\n\r\nBella Tile and Stone Locations: \r\n\r\nBella Tile and Stone - Lake Geneva \r\n      201 Geneva National Avenue S\r\n      Lake Geneva WI 53147\r\n      Phone: (262) 348-1600\r\n\r\nBella Tile and Stone - Wilmette\r\n       1191 Wilmette Avenue\r\n       Wilmette IL  60091\r\n       Phone:  (224) 408-2544\r\n\r\nBella Tile and Stone - Delafield\r\n         609 Milwaukee Street\r\n         Delafield WI 53018\r\n         Phone: (262) 303-9032,
Bayshore Cleaning And Restoration Tampa,75,houzz.com/professionals/tile-and-stone/bayshore-cleaning-and-restoration-tampa-pfvwus-pf~1543998225,8139281590,,,houzz.com/professionals/tile-and-stone/bayshore-cleaning-and-restoration-tampa-pfvwus-pf~1543998225,,4601 Grayview Court C210,,Vancouver,33609,13,Tile & Stone,houzz.com/professionals/tile-and-stone/bayshore-cleaning-and-restoration-tampa-pfvwus-pf~1543998225---Bay Shore Cleaning & Restoration is a full-service carpet cleaning tampa company in Tampa Florida. Our customers care deeply about preserving the condition of their furnishings and we have the products equipment and skill to ensure it happens. We service homes and residential buildings leaving each area we clean looking immaculate and ready for your family or business clients to enjoy.,
Bace Tile And Stone,79,houzz.com/professionals/tile-and-stone/bace-tile-and-stone-pfvwus-pf~126807492,7632345868,,,houzz.com/professionals/tile-and-stone/bace-tile-and-stone-pfvwus-pf~126807492,,,,Vancouver,55362,74,Tile & Stone,houzz.com/professionals/tile-and-stone/bace-tile-and-stone-pfvwus-pf~126807492---Tile and Stone Installation\nGranite Countertop Sales & Installation\nFree Estimates \nCall BACE today!!!,
Aurora Tile And Stone,95,houzz.com/professionals/tile-and-stone/aurora-tile-and-stone-pfvwus-pf~1669562054,6156310881,,,houzz.com/professionals/tile-and-stone/aurora-tile-and-stone-pfvwus-pf~1669562054,,225 John R. Rice Blvd. G6,,Vancouver,37129,74,Tile & Stone,houzz.com/professionals/tile-and-stone/aurora-tile-and-stone-pfvwus-pf~1669562054---Setting of tile Marble stone granite and mosaic pieces. Upgrading or new design work.,
Apex Granite And Home,75,houzz.com/professionals/tile-and-stone/apex-granite-and-home-pfvwus-pf~1132791026,9168527113,9168526252,,houzz.com/professionals/tile-and-stone/apex-granite-and-home-pfvwus-pf~1132791026,,11367 Trade Center Drive,,Vancouver,95742,8,Tile & Stone,houzz.com/professionals/tile-and-stone/apex-granite-and-home-pfvwus-pf~1132791026---We fabricate and install all Tile Stone & Quartz,
Alto Tile,95,houzz.com/professionals/tile-and-stone/alto-tile-pfvwus-pf~1887480699,7188351700,7188353323,,houzz.com/professionals/tile-and-stone/alto-tile-pfvwus-pf~1887480699,,89-20 LIBERTY AVE,,Vancouver,11417,74,Tile & Stone,houzz.com/professionals/tile-and-stone/alto-tile-pfvwus-pf~1887480699---Lima Ceramic Tile is a major importer of the finest European ceramic and porcelain tile in Stamford CT. \r\n\r\nResearching and sourcing ceramic natural stone and glass tile from the finest European manufactures and supplies Lima Ceramic Tile brings the refined style and class from overseas to your fingertips. \r\n\r\nWe have one of the largest inventories of tile combining Old World charm with European elegance and contemporary style. Carrying a large selection of marble granite limestone tumbled stone and glass mosaics Lima Ceramic also has a wide selection of pieces to fit what you’re looking for. \r\n\r\nAt Lima Ceramic Tile we understand that our customers are all unique and each has their own style when it comes to how they choose to decorate their home or workplace. Our dedicated staff will help you achieve these goals with our specialist knowledge to help you choose something that fits your style budget and lifestyle. \r\n\r\nVisit our showroom to see our huge selection of tile borders and other complementary components and we’ll be happy to help transform your house and enhance your daily surroundings at Lima Ceramic.,
Aldel Tile And Stone Creations,79,houzz.com/professionals/tile-and-stone/aldel-tile-and-stone-creations-pfvwus-pf~1703128757,7145415122,,,houzz.com/professionals/tile-and-stone/aldel-tile-and-stone-creations-pfvwus-pf~1703128757,,,,Vancouver,92705,74,Tile & Stone,houzz.com/professionals/tile-and-stone/aldel-tile-and-stone-creations-pfvwus-pf~1703128757---Aldel Creations has specialized in custom tile marble fabrication and all contruction work for over 16 years. We believe that taking the time from the start of each project is first and foremost the start to a successful project. Our crew has been trained in the art of fine craftsmanship to complete any project at the highest quality.,
Acd Custom Granite Inc,111,houzz.com/professionals/tile-and-stone/acd-custom-granite-inc-pfvwus-pf~151134107,7326952400,7326952401,,houzz.com/professionals/tile-and-stone/acd-custom-granite-inc-pfvwus-pf~151134107,,1304 S. Roller Rd,,Vancouver,07712,8,Tile & Stone,houzz.com/professionals/tile-and-stone/acd-custom-granite-inc-pfvwus-pf~151134107---Naturalstone Engineered Stone Custom Fabricators,
York Pool Services Inc,111,houzz.com/professionals/swimming-pool-builders/york-pool-services-inc-pfvwus-pf~61431586,9055977946,,,houzz.com/professionals/swimming-pool-builders/york-pool-services-inc-pfvwus-pf~61431586,,,,Concord,,61,Swimming Pool Builders,houzz.com/professionals/swimming-pool-builders/york-pool-services-inc-pfvwus-pf~61431586---We are a local family-run pool management company committed to the highest degree of professionalism knowledge and customer service.,Zip Not Valid
Wolter Pools And Spas,223,houzz.com/professionals/swimming-pool-builders/wolter-pools-and-spas-pfvwus-pf~470056929,6083651116,6083651305,,houzz.com/professionals/swimming-pool-builders/wolter-pools-and-spas-pfvwus-pf~470056929,,3180 Prairie Ave,,Vancouver,53511,45,Swimming Pool Builders,houzz.com/professionals/swimming-pool-builders/wolter-pools-and-spas-pfvwus-pf~470056929---Russell Wolter started the business by purchasing a pool kit from Spartan Pools and installing it in his own backyard. He enjoyed the experience so much that he did the same for three neighbors in the area. Russ's full time job was the District Manager of Standard Theaters but his part-time venture into the pool business soon became his passion. In 1976 Wolter Pool Company had grown so large that Russ decided to retire from the theaters and concentrate solely on the pool business. The family business literally evolved from the Wolter garage. It was primarily a construction company with Russ his brother Mark and neighbors helping out after their regular jobs were done. Once pools were installed there was a demand for chemicals and accessories and so a retail store was started.,
Whiten Pools Inc,79,houzz.com/professionals/swimming-pool-builders/whiten-pools-inc-pfvwus-pf~152041659,7702142443,7702142449,,houzz.com/professionals/swimming-pool-builders/whiten-pools-inc-pfvwus-pf~152041659,,931 Maple St,,Vancouver,30117,61,Swimming Pool Builders,houzz.com/professionals/swimming-pool-builders/whiten-pools-inc-pfvwus-pf~152041659---Custom Pool and Spa Builder,
Waterworks Pools And Spas Llc,95,houzz.com/professionals/swimming-pool-builders/waterworks-pools-and-spas-llc-pfvwus-pf~1293005453,3046365399,,,houzz.com/professionals/swimming-pool-builders/waterworks-pools-and-spas-llc-pfvwus-pf~1293005453,,,,Vancouver,26241,45,Swimming Pool Builders,houzz.com/professionals/swimming-pool-builders/waterworks-pools-and-spas-llc-pfvwus-pf~1293005453---As a family-run business you can rest assured that you will receive not only top-of-the-line hot tub and swimming pool products but also outstanding customer service as well. It is this \customer first\ mentality that has allowed Waterworks Pools & Spas to succeed.,
Tru Blu Designs Pools And Spas Inc,75,houzz.com/professionals/swimming-pool-builders/tru-blu-designs-pools-and-spas-inc-pfvwus-pf~251862444,4048393998,,,houzz.com/professionals/swimming-pool-builders/tru-blu-designs-pools-and-spas-inc-pfvwus-pf~251862444,,,,Vancouver,30076,45,Swimming Pool Builders,houzz.com/professionals/swimming-pool-builders/tru-blu-designs-pools-and-spas-inc-pfvwus-pf~251862444---Pool and Spa Service Company,
Tropical Pools And Spas,33023,houzz.com/professionals/swimming-pool-builders/tropical-pools-and-spas-pfvwus-pf~1419203393,9053048866,,,houzz.com/professionals/swimming-pool-builders/tropical-pools-and-spas-pfvwus-pf~1419203393,,,,Ancaster,L9G 3L1,45,Swimming Pool Builders,houzz.com/professionals/swimming-pool-builders/tropical-pools-and-spas-pfvwus-pf~1419203393---Private tropical oasis anyone?\nWe build long-lasting pools and spas that are simply tropical resort–stunning! Why not transform your backyard into everyone’s ideal resort experience!? These days when pool projects are notorious for cost overruns and poor service Tropical offers families a trouble-free even enjoyable way to get the perfect backyard addition. A new pool – or a renewed one – is a big decision for people and we make sure it’s a great one with both pool and project management expertise. So if you’ve been dreaming about that pool with everything you want for everyone you care about choose Tropical. For the all-inclusive experience. All the time.,Zip Not Valid
